p1,p2,p3,p4,p5,p6,p7,p*
0.9297116993287582,0.646855292716086,0.7524082523099109,0.5034617679945498,0.8189337407880062,0.5410470017166316,0.6721987311198625,0.8751807734676387
0.6865527942527423,0.6959450144715176,0.793406947594557,0.512746139860015,0.5302658259691249,0.6064316195179773,0.8734822398959304,0.8476658075790711
0.7777878136050789,0.5650829524388749,0.5281608254627771,0.6337079655229643,0.8430304373763793,0.8222495295506467,0.9303584436179639,0.8080222031896758
0.9781092427376865,0.6079444455163073,0.9850815552333347,0.7498519819364431,0.8179606293213727,0.6037217455059797,0.5722835432817369,1.0
0.8685843054875493,0.8797534754049307,0.5865742116741318,0.6794539332227476,0.9248510156496648,1.0,0.8636427967395708,0.8439297767167226
0.9083635029205768,0.7914384515729491,0.5415495986752682,0.9094087755329942,0.9734737209664165,0.514763536141755,0.8707872452761827,0.8861316318056998
0.5507014727776149,0.8179861542890808,0.8768983941490942,0.740111807839968,0.9849408453447923,0.635250174518273,0.5770323205849416,0.9294451808336796
0.9645211001554068,0.9812647566066967,0.8048093419071157,0.5732000099560249,0.9719427861652398,0.6596193598323303,0.9879519406659436,0.937777992629769
0.8047857644419434,0.5485149589964646,0.9293452798522847,0.9289115263353106,0.7533048543494644,0.609939980771258,0.9318201930994325,0.9717337988250437
0.7985060941658388,0.5652941869677429,0.9352920312421901,0.8225012749988226,0.6714204846369778,0.6896330838835523,0.6488994034681265,0.9384552269831985
0.5460489235025942,0.7051224110134577,0.9569680918613042,0.6459816094899385,0.627985682598556,0.5887008248773554,0.6634796530263743,0.9017609750289194
0.6727863839619046,0.6129109671479643,0.8076211470601837,0.9879922306390755,0.7676159761256006,0.5544590627280542,0.6969228743247694,0.9350324616157712
0.8316151484568928,0.7677403635543923,0.5906367311546447,0.7776484101763571,0.585686919363743,0.572973060264603,0.6449797682793007,0.853164682678136
0.721063874484861,0.9176119385491844,0.9205011445352043,0.7219713104621691,0.6691186290657413,0.9740286958764411,0.5581051470762396,0.9206626302966812
0.7759667947055634,0.8041430286131438,0.6365706218502751,0.7339309287074004,0.7410943047501792,0.932747485000316,0.8737778727925009,0.8473957711335138
0.8521010172558634,0.5941986423610326,0.656029267782067,0.5484990088643258,0.8753777492045199,0.9815191586712929,0.8640130994379853,0.826914541592359
0.7949289642120082,0.6924067291673001,0.5657734775859851,0.7717066767519141,0.8292964602585979,0.5407488160985865,0.8861398836309091,0.8532099715418426
0.525117223035579,0.6433616052878841,0.6263697811094995,0.7433409529270159,0.5995476655197703,0.5365257568879848,0.8502122356510153,0.8296965764521259
0.7811203018839982,0.853817215233309,0.7984078663393458,0.5709432225469935,0.7155257535729286,0.7353323060668611,0.8507838894731721,0.8815689082799274
0.8834330080738839,0.6284896607994135,0.6349375150569344,0.7190201585993136,0.9486880933256167,0.9017194364300591,0.8443652806704056,0.8516875210319714
0.9557287040824843,0.8829301758476628,0.6069161249638498,0.6415432392448139,0.5063391970568623,0.8258957115745393,0.9207535441702744,0.8370299813718901
0.5466119912474638,0.6401471541992906,0.954738688256028,0.6682760778752923,0.9537527855271654,0.6155630251819697,0.5557058980718678,0.9194853537482428
0.9515340294349264,0.5238863507564444,0.5504611644191945,0.8799703900694543,0.6424324991370566,0.5727183784223215,0.9538449456511799,0.84404148133463
0.7306900983802455,0.9737422686936482,0.6085875454493473,0.8857662292196731,0.6897047086122967,0.5156855612471398,0.7037566297914138,0.8886275840547107
0.7262178455965637,0.7600432660090966,0.853547009636041,0.6977993279354469,0.9635806200877423,0.9254268683142027,0.7117978012724849,0.9076512720199239
1.0,0.8728029808916761,0.8647308295880191,0.7282580171762192,0.8666479989566668,0.7939477534034509,0.5620936348355575,0.9671352727344249
0.5813788766612837,0.8012330643725107,0.787741344410542,0.5243767888266914,0.8849541459825971,0.6140953599399936,0.9473032407052878,0.8650068484387146
0.8549308765513401,1.0,0.9801918436073329,0.6818219286432365,0.7981657482034207,0.8117849862298568,0.6738644849215376,0.9869840239053577
0.5804787849040759,0.581263397005583,0.9908991097341043,0.6457810362391188,0.7300397706132691,0.9617937151017154,0.9218969775471098,0.880858899432298
0.905648537429092,0.710604756180504,0.8238517161960962,0.9199319700818814,0.6417906557373123,0.5649929209806356,0.8445191911918336,0.9627758437648911
0.5177223063977078,0.7515784231211444,0.748228431725744,0.83103456258803,0.8778873869834882,0.5900427554312815,0.797160444453281,0.8890971505707703
0.7676638808395865,0.843392034583607,0.800947252265905,0.5142517327688763,0.7884237502136832,0.5554440021386645,0.6357550310219136,0.8898336226426348
0.5834176520127554,0.8739935232220506,0.7530940784243915,0.8981041510627495,0.8764929773958571,0.596041591869369,0.9691388725241044,0.9204666400673001
0.6543931686912622,0.5241810501325791,1.0,0.6648785610525969,0.9405493607438125,0.9706148366621425,0.990893473436483,0.9013727879530075
0.5226813500152206,0.7849863810573251,0.9288508010970662,0.802909769898229,0.7818178948222444,0.5962928529958009,0.8507864486705617,0.9384474497844086
0.6194660088375676,0.9785149989445723,0.7921874169385777,0.9556158280950908,0.5493959644888392,0.8517395608997974,0.9358898709329505,0.9042906206117858
0.8376578875729817,0.9358161854046406,0.916707845155615,0.9601621214786785,0.6540575206137734,0.9763551174340314,0.8024659918912611,0.9784599819320989
0.8914474488740975,0.6045229079975711,0.9332485938522838,0.7165549710396515,0.7190567075126076,0.692090818959758,0.7159110322109016,0.9399046249242761
0.8478443661051521,0.8076564643237132,0.6247236658745166,0.97164174294333,0.503181273302129,0.7291758508362817,0.9490393398508359,0.8693825937965244
0.6646681549478518,0.7127587737405747,0.623581496386047,0.8997963471431716,0.5296750449601482,0.9422079691503831,0.8181973119758871,0.8334259083138825
0.7472305800411156,0.7269776926389737,0.9436204161460721,0.9802451627012339,0.7842117029235613,0.9685737791646225,0.7274824046177469,0.9674230037354775
0.7622796511846206,0.5233271671779612,0.9069917951779238,0.6696963795207944,0.7155877484197081,0.5993614297593374,0.5636417995985858,0.9062447596474426
0.6494571833974027,0.5047002998816222,0.6667415179560068,0.7455571709220619,0.5916541126669151,0.7467863069758581,0.9270509059789153,0.8271045873938113
0.7317642741442157,0.7560888295375523,0.8244682943406116,0.8964597167069996,0.7498115157755888,0.6598332504457978,0.7755837875936312,0.9395758044781906
0.9926772993066284,0.6961833686394573,0.8978856286806071,0.6882778717494247,0.7168881947427084,0.919653386323737,0.7650834271315547,0.9245686845080937
0.7507831278335606,0.7911803738853157,0.8882815662214765,0.5731530497596028,0.7153900926330127,0.5191854018682277,0.5592584722790427,0.9210395975790368
0.6992370837973619,0.5797334917568591,0.9920777034834116,0.6391429161528748,0.6480853413013226,0.9503048263718823,0.9716397398339974,0.8889801605489019
0.8642009057274762,0.9490962372559869,0.9097784392596122,0.7473061932410949,0.7819269968346575,0.7056583661550397,0.7552220256311378,0.982620987483575
0.9319331890661251,0.5068312410359354,0.6333826383318967,0.6895571108360012,0.8853175366696839,0.7991047681648797,0.779833269940801,0.8433745049769392
0.5132321978848517,0.8839754063978595,0.9943846499903727,0.634476884429051,0.7252913279105924,0.8813116094102545,0.6974719638642106,0.9025826503709328
0.6451939266491906,0.8887781038950718,0.764133320332255,0.5522463647611362,0.8353624878593684,0.5831887969443621,0.5187330679717961,0.8770784921243175
0.8947916318123839,0.7883915075401743,0.5716216808254374,0.7852103160701899,0.7624520941905463,0.6351879521780831,0.8898840949232462,0.8598872932087698
0.7287691783834903,0.9932589058734493,0.7486505154389128,0.8643724572373643,0.5433110553561524,0.7760337642704663,0.7939386715100758,0.8988658929241549
0.503608905131457,0.5056183694909238,0.8015271980362639,0.9228510547023305,0.8957852186052176,0.9000411427526536,0.511155633769028,0.8663720835533739
0.7098716436438024,0.571547035858834,0.7611242747998298,1.0,0.8766002368853639,0.789439109280105,0.888870279863897,0.9036380772369754
0.665528559304596,0.6083491795872726,0.6340084651853294,0.9047566776147419,0.5782342894571351,0.7462054375369868,0.7548915209797972,0.8413214217427666
0.8023065315661848,0.7355216033454319,0.9923368906496616,0.6750286498627336,0.6405676935415268,0.7737212401274456,0.9718991482500269,0.9396330387740968
0.662500725939781,0.9063501703189878,0.5075527598054227,0.6364523267047163,0.9880927593107511,0.9470981570729171,0.5081072737027003,0.8126151434275393
0.9909101856917563,0.8026292182000125,0.7509296170483597,0.9452414034620972,0.9143371428566631,0.6598101640396299,0.5711003529010872,0.9717846721390914
